cik,company_name,slug,role,tra_id,counterparties,date_executed,date_terminated,status_flag,tax_asset_type,payment_pct,notes
96223,Jefferies Financial Group Inc.,jefferies-financial-group-inc,no_tra,,,,,,,,"Jefferies Financial Group Inc. (formerly Leucadia National Corporation, renamed in 2018) is not a party to any Tax Receivable Agreement in the filings reviewed. Its role relative to the TRA universe is lender / mention-only: - In August 2015, Leucadia made a $300 million senior secured term loan to FXCM Inc. to rescue FXCM after the January 15, 2015 Swiss National Bank event."
1674335,"JELD-WEN Holding, Inc.",jeld-wen-holding-inc,pubco,,,,,,,,"JELD-WEN Holding, Inc. is the would-be PubCo (TRA obligor) under a Tax Receivable Agreement that was contemplated in connection with its 2017 IPO but was never executed. The early S-1/A drafts (filed June 1, 2016 through November 17, 2016) disclosed a planned TRA committing the Company to pay 85% of realized tax benefits attributable to ""Pre-IPO Tax Attributes"" (net operating loss carryforwards, AMT credit carryforwards, R&D credits, and certain other pre-IPO tax attributes) to its Pre-IPO Shareholders."
1861622,Jet.AI Inc.,jet-ai-inc,no_tra,,,,,,,,"Role: none (no TRA at this firm). Jet.AI Inc. (CIK 0001861622) is the post-domestication name of Oxbridge Acquisition Corp., a Cayman SPAC that completed its de-SPAC business combination with Jet Token Inc. on August 10, 2023 (announced in 8-K accession 0001493152-23-026964; closed and reported on Form 8-K accession 0001493152-23-028481)."
1158463,JetBlue Airways Corporation,jetblue-airways-corp,no_tra,,,,,,,,# Contract log: JetBlue Airways Corporation (CIK 0001158463) ## Role determination Role: No-TRA. JetBlue Airways is a conventional C-corp low-cost domestic airline that went public in April 2002 without an Up-C structure.
1573166,"Jones Energy, Inc.",jones-energy-inc,pubco,TRA-2013-07-29,,2013-07-29,2019-05-06,terminated_bankruptcy,section_754_step_up,85%,"# Contract log — Jones Energy, Inc. (CIK 1573166) ## TRA-2013-07-29 — Tax Receivable Agreement (original, executed July 29, 2013) ### Parties and economic terms - PubCo: Jones Energy, Inc. (""JEI"", Delaware). - Operating partnership: Jones Energy Holdings, LLC (""JEH""). - Beneficiaries (Members): pre-IPO Members of JEH, including Metalmark Capital and Jones family entities. Identified by name in the May 7, 2019 disclosure-statement text as ""Metalmark and certain of JEI's current and former owners"". - Payment rate: 85% of realized cash savings in U.S. VALIDATION 2026-05-17: Plan of Reorganization confirmed May 6, 2019 (8-K 0001104659-19-027534). Disclosure Statement explicit: TRA cancelled, $0 recovery to TRA Members (General Unsecured Class 7). Status upgraded from terminated_unverified."
1037976,Jones Lang LaSalle Incorporated,jones-lang-lasalle-inc,no_tra,,,,,,,,"Jones Lang LaSalle (JLL) is a Maryland-incorporated, conventional C-corporation real estate services firm. JLL did not undertake an Up-C IPO, SPAC business combination, or partnership restructuring and is not itself a TRA obligor."
1503802,Karyopharm Therapeutics Inc.,karyopharm-therapeutics-inc,no_tra,,,,,,,,"Karyopharm Therapeutics is a conventional C-corp biotech that completed a single-class IPO in November 2013. Review of the IPO S-1 filings (accessions 0001047469-13-009519, 0001047469-13-009972, 0001047469-13-010343) found no Up-C structure, no umbrella partnership, no LLC operating agreement giving rise to exchangeable units, and no Tax Receivable Agreement."
1812477,"Keel Infrastructure Corp. (formerly Bitfarms Ltd.), CIK 0001812477",keel-infrastructure-corp,acquirer,TRA-2021-04-01-stronghold,,2021-04-01,,terminated,section_754_step_up,85%,Keel Infrastructure Corp. (CIK 0001812477) is the acquirer with respect to the only TRA visible in these filings. It is not itself a TRA obligor and is not party to any in-force TRA of its own.
1420465,Keystone Closing Services LLC,keystone-closing-services-llc,no_tra,,,,,,,,"Role: not a TRA party. Keystone Closing Services LLC is a wholly-owned subsidiary of Realogy (now Anywhere Real Estate, parent CIK 0001396334) that appears in SEC filings exclusively as a co-registrant guarantor on parent-level debt registration statements (S-4, S-4/A, S-1, prospectus supplements, 424B filings)."
1657788,"Kimbell Royalty Partners, LP",kimbell-royalty-partners-lp,never_executed,,,,,,,,"Kimbell Royalty Partners, LP (""KRP"") is a Master Limited Partnership (MLP) that went public in early 2017 as a Delaware limited partnership treated as a pass-through entity for federal income tax purposes. Because KRP itself does not pay entity-level federal income tax, the classical TRA payment-from-PubCo-to-pre-IPO-holders structure does not apply at the IPO."
1692787,contract_log.md — Kinetik Holdings Inc.,kinetik-holdings-inc,never_executed,,,,,,,,"The firm under CIK 0001692787 has lived under three corporate names: Kayne Anderson Acquisition Corp. (KAAC, SPAC; 2017 IPO), Altus Midstream Company (post-2018 business combination with Apache contributing Alpine High midstream assets), and Kinetik Holdings Inc. (post-2022 merger with BCP Raptor Holdco / EagleClaw). Across all 46 filings in this directory, no executed Tax Receivable Agreement appears."
1404912,KKR & Co. Inc.,kkr-co-inc,pubco,TRA-2010-07-14,,2010-07-14,,terminated,"section_754_step_up, pre_ipo_nol",21%,# KKR & Co. Inc. — TRA contract log CIK: 0001404912 Firm: KKR & Co.
1386926,KKR Financial Holdings LLC,kkr-financial-holdings-llc,no_tra,,,,,,,,"KKR Financial Holdings LLC (""KFN"") is not a TRA party in any capacity. KFN is a Delaware specialty-finance LLC, externally managed by KKR Financial Advisors LLC (a subsidiary of KKR & Co.)."
1060749,"Knight Capital Group, Inc.",knight-capital-group-llc,never_executed,,,,,,,,"Knight Capital Group is not a party to any executed Tax Receivable Agreement. The firm role here is best described as never executed at the contemplated-counterparty level, but more precisely, Knight Capital was never even slated to be the PubCo obligor: the contemplated Up-C/TRA structure (had it been implemented) would have sat at Knight Holdco / KCG Holdings, Inc., the new public holding company created by the December 2012 / April 2013 GETCO–Knight merger."
1760965,"Kontoor Brands, Inc.",kontoor-brands-inc,pubco,,,,,,,,"Never executed (non-TRA spinoff). Kontoor Brands, Inc. is a non-Up-C spinoff from V.F."
1604627,"KushCo Holdings, Inc.",kushco-holdings-inc,no_tra,,,,,,,,"KushCo Holdings, Inc. (""KSHB"") is not a party to any Tax Receivable Agreement. The firm is a Nevada C-corporation that went public via a 2014 reverse merger (no Up-C structure, no umbrella partnership, no Section 754 mechanism)."
1577670,Ladder Capital Corp,ladder-capital-corp,pubco,TRA-2014-02-11,"Ladder Capital Corp (Corporation / obligor); Ladder Capital Finance Holdings LLLP (""Holdings""); the Continuing LCFH Limited Partners / TRA Members (beneficiaries).",2014-02-11,,terminated_by_expiration,section_754_step_up,85%,"Ladder Capital Corp is the PubCo (TRA obligor). It went public via an Up-C IPO that priced on February 7, 2014 and closed on February 11, 2014, with the original TRA executed concurrent with the IPO close."
1574632,Ladder Capital Finance Holdings LLLP,ladder-capital-finance-holdings-lllp,pubco,TRA-2014-02-11,,2014-02-11,,in_force,section_754_step_up,85%,"The firm is the operating LLLP in the Ladder Capital Up-C structure. Ladder Capital Corp (the separate PubCo, distinct CIK) is the obligor on TRA payments; Ladder Capital Finance Holdings LLLP (""LCFH"" or ""Holdings"") is a named party because TRA payments arise from exchanges of LP Units in Holdings (Section 754 basis adjustments at the LLLP level)."
1679273,"Lamb Weston Holdings, Inc.",lamb-weston-holdings-inc,no_tra,,,,,,,,"Lamb Weston Holdings, Inc. is not a TRA party in any role. The firm was spun off from ConAgra Foods, Inc. on November 9, 2016 via a pro rata distribution of LW shares to ConAgra stockholders (a Section 355 tax-free spin-off), not an Up-C IPO, SPAC business combination, or other transaction structure that produces a Tax Receivable Agreement."
1326141,Lazard Group LLC,lazard-group-llc,no_tra,,,,,,,,Role: Financing-arm / SEC-registrant subsidiary (not a TRA contractual party). Lazard Group LLC is the historical operating LLC of the Lazard organization and a Delaware LLC that registered senior notes with the SEC.
1311370,"Lazard, Inc.",lazard-inc,pubco,TRA-2005-05-10,,2005-05-10,,in_force,section_754_step_up,85%,"Lazard plays the PubCo (TRA obligor) role, but with a structural twist worth flagging: the contractual obligor side of the TRA is not the listed parent itself. The TRA's payment obligations sit at two wholly-owned indirect subsidiaries — Ltd Sub A and Ltd Sub B — described in the contract as the ""Ltd Exchanging Subsidiaries""."
1847577,Learn CW Investment Corporation,learn-cw-investment-corp,never_executed,,,,,,,,"Firm role: SPAC sponsor (de-SPAC merger partner). No TRA obligor, beneficiary, acquirer, or financing-arm role applies."
2052568,Legence Corp.,legence-corp,pubco,TRA-2025-09-11,Legence Corp.,2025-09-11,,in_force,section_754_step_up,85%,"Legence Corp. is the PubCo (TRA obligor). The firm IPO'd on September 11, 2025, completed a Corporate Reorganization into an Up-C holding structure (Legence Corp. above Legence Holdings LLC), and entered into a single Tax Receivable Agreement with Legence Parent LLC and Legence Parent II LLC (the ""TRA Members"")."
1420446,"contract_log.md — Legend Title, LLC",legend-title-llc,mention_only,,,,,,,,"Legend Title, LLC is a guarantor co-registrant on Realogy Corporation's 2007-12-18 S-4 (accession 0001193125-07-267402) and 2008-01-09 S-4/A (accession 0001193125-08-003431). Both filings are the Realogy senior-notes exchange offer registration."
920760,Lennar Corporation,lennar-corp-new,pubco,,,,,,,,"Lennar Corporation is not a TRA party (neither obligor nor beneficiary in the classical sense). Lennar is a conventional C-corporation homebuilder (SIC 1520), never went public via Up-C structure, and has no TRA of its own."
1611983,Liberty Broadband Corporation,liberty-broadband-corp,beneficiary,TRA-2025-07-14,"Liberty Broadband Corporation (Delaware) as payee/beneficiary; GCI Liberty, Inc.",2025-07-14,,in_force,"section_754_step_up, 338h10_basis_step_up",0%,"Liberty Broadband Corporation (LBRD) is the beneficiary (payee) under one TRA on file. The single TRA at this firm is the GCI Tax Receivables Agreement dated July 14, 2025, executed concurrent with the spin-off of GCI Liberty, Inc. (SpinCo)."
1694028,"Liberty Energy Inc. (f/k/a Liberty Oilfield Services Inc.), CIK 0001694028",liberty-energy-inc,pubco,TRA-2018-01-17-Blocker,,2018-01-17,,in_force,blocker_attributes,,"PubCo (TRA obligor). Liberty Oilfield Services Inc. closed an Up-C IPO on January 17, 2018 with Riverstone Holdings (R/C Energy IV) as the principal pre-IPO holder."
1694028,"Liberty Energy Inc. (f/k/a Liberty Oilfield Services Inc.), CIK 0001694028",liberty-energy-inc,pubco,TRA-2018-01-17-NonBlocker,,2018-01-17,,in_force,"section_754_step_up, pre_ipo_nol, blocker_attributes",,"PubCo (TRA obligor). Liberty Oilfield Services Inc. closed an Up-C IPO on January 17, 2018 with Riverstone Holdings (R/C Energy IV) as the principal pre-IPO holder."
750004,"Light & Wonder, Inc.",light-wonder-inc,beneficiary,TRA-2019-05-07,,2019-05-07,,in_force,section_754_step_up,,"# Contract log: Light & Wonder, Inc. (CIK 0000750004) ## Firm role: beneficiary (parent side) Light & Wonder, Inc. (formerly Scientific Games Corporation prior to a March 2022 rebrand; symbol SGMS until early 2022, then LNW) is the beneficiary side of the only TRA visible across its filings."
889971,"contract_log.md — LightPath Technologies, Inc.",lightpath-technologies-inc,no_tra,,,,,,,,"Role: none (conventional C-corp, no TRA). LightPath Technologies, Inc. is a small-cap optics manufacturer (NASDAQ: LPTH) organized as a conventional Delaware C-corporation."
1925283,"Lincoln International, Inc.",lincoln-international-inc,pubco,TRA-2026-05-11,"Lincoln International, Inc.",2026-05-11,,in_force,"section_754_step_up, pre_ipo_nol",,"PubCo (TRA obligor), pre-IPO. Lincoln International, Inc. is the prospective Up-C holding company preparing its initial public offering."
1420779,"contract_log.md — Lincoln Settlement Services, LLC",lincoln-settlement-services-llc,mention_only,,,,,,,,"Lincoln Settlement Services, LLC is a guarantor co-registrant on Realogy Corporation's 2007-12-18 S-4 (accession 0001193125-07-267402) and 2008-01-09 S-4/A (accession 0001193125-08-003431). Both filings are the Realogy senior-notes exchange offer registration."
1742924,Livent Corporation,livent-corp,no_tra,,,,,,,,"Livent Corporation was spun off from FMC Corporation through a carve-out IPO that priced on October 10, 2018 (424B1 filed October 11, 2018; accession 0001193125-18-298441) and completed a full separation distribution on March 1, 2019. The IPO was a conventional C-corp carve-out, not an Up-C / umbrella-partnership IPO."
1731727,"LMP Automotive Holdings, Inc.",lmp-automotive-holdings-inc,no_tra,,,,,,,,"LMP Automotive Holdings, Inc. is not a party to any Tax Receivable Agreement, in any of the standard roles (PubCo obligor, beneficiary, acquirer, financing arm, or never-executed draft). The firm was organized in Delaware on December 15, 2017 and completed a conventional single-class common-stock IPO on December 9, 2019 at $5.00 per share (Nasdaq: LMPX), raising approximately $12 million net."
1831631,"loanDepot, Inc.",loandepot-inc,pubco,TRA-2021-02-11,,2021-02-11,,in_force,section_754_step_up,,"loanDepot is the PubCo (TRA obligor). It went public on the NYSE on February 11, 2021 via an Up-C IPO."
1870997,Loyalty Ventures Inc.,loyalty-ventures-inc,never_executed,,,,,,,,"# Contract log: Loyalty Ventures Inc. (CIK 0001870997) ## Firm role: Never executed (no TRA exists) Loyalty Ventures Inc. (""LVI"") was spun off from Alliance Data Systems Corporation (""ADS"") effective November 5, 2021 via a tax-free distribution under Section 355 of the Internal Revenue Code. The spin-off was structured as a conventional corporate separation, not an Up-C IPO; no LLC-shareholder beneficiary class exists, and no Tax Receivable Agreement was executed at separation."
2098430,Madison Air Solutions Corporation,madison-air-solutions-corp,pubco,,,,,,,,"Firm role: PubCo with no TRA in place. Madison Air Solutions Corporation (ticker MAIR, NYSE) completed an initial public offering that priced April 15, 2026 and closed April 17, 2026, offering 82,692,308 shares of Class A common stock at $27.00 (per the 424B4, accession 0001193125-26-160250)."
1590976,"Malibu Boats, Inc.",malibu-boats-inc,pubco,TRA-2014-02-05,"Malibu Boats, Inc.",2014-02-05,,in_force,section_754_step_up,85%,"Malibu Boats, Inc. is the PubCo (TRA obligor). The firm completed an Up-C IPO on February 5, 2014, and on the same day entered into a Tax Receivable Agreement with its pre-IPO owners (the LLC members of Malibu Boats Holdings, LLC)."
1524223,"Manning & Napier, Inc.",manning-napier-inc,pubco,TRA-2011-11-23,,2011-11-23,,terminated,section_754_step_up,85%,"PubCo (TRA obligor). Manning & Napier, Inc. completed an Up-C IPO in November 2011 and committed to pay 85% of realized tax benefits from basis step-ups and pre-IPO tax assets to the pre-IPO holders of Manning & Napier Group, LLC."
1823239,"Maravai LifeSciences Holdings, Inc.",maravai-lifesciences-holdings-inc,pubco,TRA-2020-11-19,"Maravai LifeSciences Holdings, Inc.",2020-11-19,,economically_extinguished_in_force,section_754_step_up,,"# Maravai LifeSciences Holdings, Inc. — TRA contract log CIK: 0001823239 Firm role: PubCo (TRA obligor) Up-C IPO: November 19, 2020 (priced); first trading November 20, 2020 (closing November 24, 2020) TRA counterparties: Maravai Life Sciences Holdings, LLC (""MLSH 1"", GTCR-controlled) and Maravai Life Sciences Holdings 2, LLC (""MLSH 2"", through which former Blocker shareholders hold interests) ## Contracts identified ### TRA-2020-11-19 — Tax Receivable Agreement dated November 19, 2020 - Status: economically_extinguished_in_force (since 2023-12-31). - Payment percentage: 85%."
1267813,"Marinus Pharmaceuticals, Inc.",marinus-pharmaceuticals-inc,no_tra,,,,,,,,"Marinus Pharmaceuticals is a conventional Delaware C-corp clinical-stage biotech (ticker MRNS) that went public via a standard IPO on July 31, 2014. The filing set covers the period from registration (S-1 filed April 2014, accession 0001047469-14-004860) through the December 29, 2024 merger agreement with Immedica Pharma AB (accession 0001104659-24-132257) and the related January 2025 8-K (accession 0001104659-25-011211)."
1420689,Market Street Settlement Group LLC,market-street-settlement-group-llc,no_tra,,,,,,,,"Role: not a TRA party. Market Street Settlement Group LLC is a wholly-owned subsidiary of Realogy (now Anywhere Real Estate, parent CIK 0001396334) that appears in SEC filings exclusively as a co-registrant guarantor on parent-level debt registration statements (S-4, S-4/A, S-1, prospectus supplements, 424B filings)."
1805651,"MarketWise, Inc.",marketwise-inc,pubco,TRA-2021-07-21,"MarketWise, Inc.",2021-07-21,,in_force,section_754_step_up,,"MarketWise, Inc. is the PubCo / TRA obligor. The firm became public on July 21, 2021 via business combination with Ascendant Digital Acquisition Corp. (ACND), a SPAC, resulting in an Up-C structure where MarketWise, Inc. is the sole managing member of MarketWise, LLC and the pre-merger LLC members (the legacy Beacon Street Group / MarketWise members) hold Class B common stock with Class A redemption rights."
1303276,"Marquee Holdings, Inc.",marquee-holdings-inc,beneficiary,,,,,,,,"Role: Beneficiary of the NCM Tax Receivable Agreement (Feb 13, 2007). Marquee Holdings, Inc. is the pre-2014 holding company for the AMC theatre chain."
1941365,"MasterBrand, Inc.",masterbrand-inc,never_executed,,,,,,,,"# MasterBrand, Inc. (CIK 0001941365) — TRA contract log ## Firm role: never_executed MasterBrand, Inc. spun off from Fortune Brands Home & Security, Inc. on December 14, 2022 via pro rata distribution. The spin-off was structured as a tax-free distribution under Section 355 of the Internal Revenue Code, with Fortune Brands retaining the option to make a protective Section 336(e) Election under Treasury Regulations."
933136,"CIK 0000933136 (Maverick Merger Sub 2, LLC, formerly Mr. Cooper Group / WMIH / WMI Holdings / Washington Mutual)",maverick-merger-sub-2-llc,no_tra,,,,,,,,This CIK has no own Tax Receivable Agreement at any point in its corporate history. No TRA contract files are saved.
1783317,McAfee Corp.,mcafee-corp,pubco,TRA-2020-10-21,"Exchange TRA Parties, Reorganization TRA Parties, TPG Nominee, Intel Nominee, Thoma Bravo nominee, GIC TRA Party (collectively the ""TRA Beneficiaries"" — Continuing LLC Owners plus certain Management Owners).",2020-10-21,,terminated_merger,"section_754_step_up, pre_ipo_nol",,"# McAfee Corp. (CIK 1783317) — contract log One TRA at this firm. Three contract documents on file: the unexecuted draft from the S-1/A registration statement, the executed original from the IPO 8-K, and the negotiated termination payment amendment from the going-private merger 8-K."
63754,"McCormick & Company, Inc.",mccormick-co-inc,acquirer,,,,,,,,"# McCormick & Company, Inc. (CIK 0000063754) -- TRA contract log ## Role of the firm McCormick is a long-established public company (NYSE: MKC), not an Up-C and not the product of an IPO restructuring that gave rise to a Tax Receivable Agreement. The firm's role relative to any TRA is: prospective TRA obligor (acquirer) in connection with a pending acquisition of the Unilever ice cream business via a Reverse Morris Trust transaction announced March 31, 2026. ## Contracts identified None saved."
927653,contract_log.md — McKesson Corporation,mckesson-corp,pubco,TRA-2017-03-01-Echo-Sponsor,,2017-03-01,2022-10-03,terminated_change_of_control,section_754_step_up,85%,"# contract_log.md — McKesson Corporation (CIK 0000927653) ## Background McKesson is not an Up-C firm and is not a PubCo. The TRA-relevant context is the March 1, 2017 formation of the Change Healthcare joint venture (PF2 Newco LLC / Change Healthcare LLC). VALIDATION 2026-05-17: Change Healthcare acquired by UnitedHealth Oct 3, 2022; Early Termination Payment received per agent reconstruction. Note: McKesson is the TRA obligor side; full verification requires reading Change Healthcare / UnitedHealth filings."
927653,contract_log.md — McKesson Corporation,mckesson-corp,pubco,TRA-2017-03-01-MCK-McKesson-beneficiary,,2017-03-01,,terminated,section_754_step_up,85%,"# contract_log.md — McKesson Corporation (CIK 0000927653) ## Background McKesson is not an Up-C firm and is not a PubCo. The TRA-relevant context is the March 1, 2017 formation of the Change Healthcare joint venture (PF2 Newco LLC / Change Healthcare LLC)."
1823143,MDH Acquisition Corp.,mdh-acquisition-corp,pubco,TRA-2021-07-21,,2021-07-21,,never_executed,section_754_step_up,85%,"MDH Acquisition Corp. is a special-purpose acquisition company (SPAC) that intended to become the PubCo (TRA obligor) through a business combination with Olive Ventures Holdings, Inc. (olive.com) / Paylink Holdings Inc. / OP Group Holdings, LLC. A Form of Tax Receivable Agreement was filed as Exhibit 10.1 to the July 21, 2021 8-K announcing the Business Combination Agreement."
1818383,"MediaAlpha, Inc.",mediaalpha-inc,pubco,TRA-2020-10-27,"- *PubCo / obligor:* MediaAlpha, Inc. -",2020-10-27,,in_force,"section_754_step_up, pre_ipo_nol",,"- CIK: 0001818383 - Firm: MediaAlpha, Inc. - Role: PubCo (TRA obligor). MediaAlpha conducted an Up-C IPO that closed on October 27, 2020."
1611110,Medley Management Inc.,medley-management-inc,pubco,TRA-2014-09-23,,2014-09-23,,economically_extinguished_in_force,section_754_step_up,,"PubCo (TRA obligor). Medley Management Inc. (""MDLY"", Delaware corporation) is the Corporate Taxpayer in the Tax Receivable Agreement."
2046386,Medline Inc.,medline-inc,pubco,TRA-2025-12-16,Medline Inc.,2025-12-16,,in_force,section_754_step_up,,"Medline Inc. is the PubCo (TRA obligor). Medline IPO'd on the Nasdaq Global Select Market on December 17, 2025 under the symbol MDLN via a standard umbrella partnership-C-corporation (Up-C) structure, with Medline Holdings, LP as the operating partnership and Medline Inc. as the new corporate taxpayer at the top of the structure."
1776932,MedMen Enterprises Inc.,medmen-enterprises-inc,pubco,,,,,,,,"MedMen is the PubCo (TRA obligor) in a US Up-C-like structure created on May 28, 2018 when Ladera Ventures Corp. (a British Columbia shell) completed a reverse takeover of MM Enterprises USA, LLC (a Delaware LLC) and changed its name to MedMen Enterprises Inc. Class B Subordinate Voting Shares began trading on the Canadian Securities Exchange under ""MMEN"" on May 29, 2018."
1099219,"MetLife, Inc.",metlife-inc,beneficiary,,,,,,,,"MetLife, Inc. is a TRA beneficiary, not an obligor. The relevant TRA is the Tax Receivables Agreement entered into between MetLife and Brighthouse Financial, Inc. (CIK 0001685040) at the August 4, 2017 spin-off of Brighthouse."
1420951,Mid-Atlantic Settlement Services LLC,mid-atlantic-settlement-services-llc,no_tra,,,,,,,,"Role: not a TRA party. Mid-Atlantic Settlement Services LLC is a wholly-owned subsidiary of Realogy (now Anywhere Real Estate, parent CIK 0001396334) that appears in SEC filings exclusively as a co-registrant guarantor on parent-level debt registration statements (S-4, S-4/A, S-1, prospectus supplements, 424B filings)."
1420691,contract_log.md — Mid-State Escrow Corp.,mid-state-escrow-corp,mention_only,,,,,,,,Mid-State Escrow Corp. is a guarantor co-registrant on Realogy Corporation's 2007-12-18 S-4 (accession 0001193125-07-267402) and 2008-01-09 S-4/A (accession 0001193125-08-003431). Both filings are the Realogy senior-notes exchange offer registration.
1874848,Milan Laser Inc.,milan-laser-inc,pubco,TRA-2021-11-05,,2021-11-05,,never_executed,"section_754_step_up, pre_ipo_nol",,"Milan Laser Inc. was the prospective PubCo (TRA obligor) for an Up-C IPO contemplated in a Draft Registration Statement (DRS) filed 2021-08-12 and progressed through DRS/A, S-1, and two S-1/A amendments through 2021-11-22. The IPO never closed: the registration was withdrawn via Form RW filed 2022-10-21 (accession 0001104659-22-110641), and the firm has no tickers or exchange listings on record."
1420930,"contract_log.md — Miller Group, Inc.",miller-group-inc,mention_only,,,,,,,,"Miller Group, Inc. is a guarantor co-registrant on Realogy Corporation's 2007-12-18 S-4 (accession 0001193125-07-267402) and 2008-01-09 S-4/A (accession 0001193125-08-003431). Both filings are the Realogy senior-notes exchange offer registration."
1527096,Miromatrix Medical Inc.,miromatrix-medical-inc,no_tra,,,,,,,,"Miromatrix Medical Inc. is not a party to any Tax Receivable Agreement. The firm conducted a conventional C-corporation IPO in June 2021 (424B4 accession 0001104659-21-085121), not an Up-C IPO."
880432,"Misonix, Inc.",misonix-inc,no_tra,,,,,,,,"Misonix, Inc. was a standalone Nasdaq-listed medical-device company (ticker MSON) and was acquired by Bioventus Inc. in a stock-and-cash merger that closed October 29, 2021. Across the firm's pre-acquisition filings (1996-era 10-Ks through 2021 merger filings), Misonix has no Up-C structure, no LLC parent, no continuing LLC members or pre-IPO holders, and no Tax Receivable Agreement of its own."
1596967,Moelis & Company,moelis-co,pubco,TRA-2014-04-15,"Moelis & Company (Corporation, obligor); Moelis Holdings Feeder, Inc.",2014-04-15,,in_force,section_754_step_up,21%,Moelis & Company is the PubCo (TRA obligor). It is an independent investment bank that completed an Up-C IPO of Class A common stock in April 2014.
1802450,"MSP Recovery, Inc.",msp-recovery-inc,pubco,TRA-2022-05-23,PubCo (Lionheart Acquisition Corp II → MSP Recovery Inc.,2022-05-23,,in_force,section_754_step_up,85%,"# Contract identification log — MSP Recovery, Inc. (CIK 1802450, f/k/a Lionheart Acquisition Corp. II) ## TRA-2022-05-23 — Tax Receivable Agreement among Lionheart II Holdings LLC (""Opco""/""MSP""), Lionheart Acquisition Corporation II (renamed MSP Recovery, Inc. at Closing), and the TRA Parties Status: active, unamended, in force as of last filing in directory (2026-05-06)."
1820727,Mudrick Capital Acquisition Corporation II,mudrick-capital-acquisition-corp-ii,pubco,TRA-2021-04-06,,2021-04-06,,never_executed,section_754_step_up,,"Mudrick Capital Acquisition Corporation II (""MUDS"") is a Delaware SPAC that contemplated playing the PubCo (TRA obligor) role at the close of its proposed business combination with The Topps Company (via Topps Intermediate Holdco, Inc. and Tornante-MDP Joe Holding LLC). The merger agreement was executed April 6, 2021 and terminated by mutual agreement on August 20, 2021 after MLB and the MLB Players Association notified Topps that they would not renew their licensing agreements."
1273784,"National Beef Packing Company, LLC",national-beef-packing-co-llc,never_executed,,,,,,,,"National Beef Packing Company, LLC (NBP) is a Delaware limited liability company that operates as the operating entity (OpCo) in a contemplated but never-completed Up-C-style structure. In the 2010 Amended and Restated Credit Agreement (accession 0001104659-10-032924, filed 2010-06-08), an attached ""Form of NB, Inc."
1377630,"National CineMedia, Inc.",national-cinemedia-inc,pubco,TRA-2007-02-13,,2007-02-13,,in_force,section_754_step_up,90%,"PubCo (TRA obligor). National CineMedia, Inc. (NCMI) is the public-company manager of National CineMedia, LLC (NCM LLC), the operating partnership in a classical Up-C structure."
1527190,"National CineMedia, LLC",national-cinemedia-llc,pubco,,,,,,,,"National CineMedia, LLC (NCM LLC, CIK 0001527190) is the operating LLC of the Up-C structure whose PubCo parent is National CineMedia, Inc. (NCMI, CIK 0001377630). The TRA obligor is NCMI; NCM LLC is the operating partnership whose tax basis is stepped up when founding members exchange units."
1420324,National Coordination Alliance LLC,national-coordination-alliance-llc,no_tra,,,,,,,,"Role: not a TRA party. National Coordination Alliance LLC is a wholly-owned subsidiary of Realogy (now Anywhere Real Estate, parent CIK 0001396334) that appears in SEC filings exclusively as a co-registrant guarantor on parent-level debt registration statements (S-4, S-4/A, S-1, prospectus supplements, 424B filings)."
902739,"NBCUniversal Media, LLC",nbcuniversal-media-llc,acquirer,,,,,,,,"Role: Acquirer's financing subsidiary (co-registrant on parent's filings). NBCUniversal Media, LLC is a wholly-owned indirect subsidiary of Comcast Corporation (CIK 1166691)."
70866,NCR Voyix Corporation,ncr-voyix-corp,never_executed,,,,,,,,"# Contract log: NCR Voyix Corporation (CIK 0000070866) ## Role assessment Role: not a TRA party. CIK 0000070866 is the legacy NCR Corporation registrant, renamed NCR Voyix Corporation effective October 16, 2023 when it spun off its ATM business as NCR Atleos Corporation."
1720353,Nebula Acquisition Corporation,nebula-acquisition-corp,pubco,TRA-2020-06-10,Nebula Acquisition Corp.,2020-06-10,,in_force,,85%,"PubCo (TRA obligor, prospective). Nebula Acquisition Corporation was a Delaware SPAC that signed a Business Combination Agreement with Open Lending, LLC on January 5, 2020."
1617667,Neff Corporation,neff-corp,pubco,TRA-2014-11-26,,2014-11-26,2017-10-02,terminated_merger,section_754_step_up,85%,"Neff Corporation is the PubCo (TRA obligor). Neff went public via an Up-C IPO that closed November 26, 2014, executing a Tax Receivable Agreement (TRA) at IPO with its Prior LLC Owners (the Wayzata Funds plus LLC Option Holders and the Management Representative)."
711377,Neogen Corporation,neogen-corp,no_tra,,,,,,,,"Neogen is not a party to any Tax Receivable Agreement. On September 1, 2022, Neogen acquired 3M's Food Safety business via a Reverse Morris Trust: 3M contributed the business to Garden SpinCo, distributed Garden SpinCo to 3M shareholders, and Garden SpinCo merged into a Neogen subsidiary."
1909849,Neogen Food Safety Corp,neogen-food-safety-corp,never_executed,,,,,,,,"Neogen Food Safety Corp (formerly Garden SpinCo Corp) is the SEC registrant that held this CIK while it served as a transitory spin-off vehicle in a Reverse Morris Trust transaction: 3M Company spun off its food-safety business into Garden SpinCo, which immediately merged with a subsidiary of Neogen Corporation (CIK 0000711377) on September 1, 2022. The CIK 0001909849 entity was renamed ""Neogen Food Safety Corp"" on 2022-08-04 (per SEC submission metadata formerNames), filed Form 15-15D deregistration on 2022-09-09, and is no longer an SEC reporter."
