cik,accession,filename,classification,classifier_version,signals_matched,needs_a1_review,escalation_reason,reviewer_verdict,reviewer_rationale
0001659122,0001628280-20-006474,rosehill-1lforbearanceagre.htm,uncertain,2,phrase,,,,
0001659122,0001628280-20-010614,a101rosehill-juniordipcred.htm,uncertain,2,phrase,,,,
0001665988,0001193125-16-650677,d22578dex101.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
0001665988,0001193125-16-650677,d22578dex1012.htm,uncertain,2,phrase,,,,
0001665988,0001193125-16-650677,d22578dex104.htm,uncertain,2,phrase|defined_term_early_termination_payment,,,,
0001665988,0001193125-21-011667,d58473dex1011.htm,no,2,,,,,
0001665988,0001193125-21-028021,d58473dex101.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
0001665988,0001193125-21-028021,d58473dex104.htm,uncertain,2,phrase|defined_term_early_termination_payment,,,,
0001665988,0001193125-21-035490,d58473dex104.htm,uncertain,2,phrase|defined_term_early_termination_payment,,,,
0001665988,0001193125-21-045802,d134776dex101.htm,uncertain,2,phrase|defined_term_early_termination_payment,,,,
0001665988,0001193125-21-045802,d134776dex102.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
0001665988,0001193125-21-313521,d248592dex101.htm,no,2,,,,,
0001665988,0001193125-24-010779,d709819dex101.htm,no,2,,,,,
0001665988,0001193125-25-172192,d865758dex101.htm,no,2,,,,,
0001665988,0001628280-22-018848,exhibit101july2022amendmen.htm,no,2,,,,,
0001665988,0001628280-23-010151,a108damendmentno4tocredita.htm,no,2,,,,,
0001669779,0001047469-16-015560,a2229763zex-10_1.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001669779,0001047469-16-015560,a2229763zex-10_3.htm,uncertain,2,phrase,,,,
0001669779,0001047469-16-015697,a2229814zex-10_1.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001669779,0001047469-16-015697,a2229814zex-10_3.htm,uncertain,2,phrase,,,,
0001669779,0001047469-16-015697,a2229814zex-10_32.htm,uncertain,2,phrase,,,,
0001669779,0001104659-21-153126,tm2136191d1_ex10-1.htm,uncertain,2,phrase,,,,
0001669779,0001558370-16-009958,cwh-20160930ex1038f8588.htm,uncertain,2,phrase,,,,
0001669779,0001558370-17-001687,cwh-20161231ex101c4a695.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
0001669779,0001558370-17-001687,cwh-20161231ex103b782d8.htm,uncertain,2,phrase,,,,
0001669779,0001558370-18-002545,ex-10d1.htm,uncertain,2,phrase,,,,
0001669779,0001558370-21-008114,cwh-20210603xex10d1.htm,uncertain,2,phrase,,,no,Document title 'CREDIT AGREEMENT'; not a TRA.
0001669779,0001558370-24-001703,cwh-20231231xex10d22.htm,uncertain,2,phrase,,,,
0001669779,0001558370-24-016046,cwh-20241202xex10d1.htm,uncertain,2,phrase,,,,
0001669792,0001047469-16-013816,a2228918zex-10_4.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_tax_asset,,,,
0001669792,0001047469-16-013816,a2228918zex-10_5.htm,no,2,,,,,
0001669792,0001047469-16-013816,a2228918zex-10_6.htm,no,2,,,,,
0001669792,0001047469-16-014002,a2228971zex-10_4.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_tax_asset,,,,
0001669792,0001047469-16-014002,a2228971zex-10_5.htm,no,2,,,,,
0001669792,0001047469-16-014002,a2228971zex-10_6.htm,no,2,,,,,
0001669792,0001104659-16-134051,a16-6876_13ex10d3.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_tax_asset,,,,
0001670349,0001193125-21-202199,d190800dex105.htm,uncertain,2,phrase,,,,
0001670349,0001193125-22-206709,d387852dex101.htm,no,2,,,,,
0001670349,0001193125-22-206709,d387852dex102.htm,no,2,,,,,
0001670349,0001564590-19-017796,usws-ex102_302.htm,no,2,,,,,
0001674101,0001193125-20-028315,d880241dex104.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_tax_asset,,,,
0001674101,0001193125-20-028316,d880298dex104.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_tax_asset,,,,
0001674101,0001193125-21-076423,d105467dex101.htm,no,2,,,,,
0001674101,0001193125-22-247717,d347490dex101a.htm,no,2,,,,,
0001674101,0001193125-23-173872,d355125dex101.htm,no,2,,,,,
0001674101,0001193125-23-293984,d648019dex101.htm,no,2,,,,,
0001674101,0001193125-24-038556,d595876dex101.htm,no,2,,,,,
0001674101,0001193125-24-160352,d937211dex101.htm,no,2,,,,,
0001674101,0001193125-24-256070,d901217dex101.htm,no,2,,,,,
0001674101,0001193125-24-278680,d863923dex101.htm,no,2,,,,,
0001674101,0001193125-25-178982,d25970dex101.htm,no,2,,,,,
0001674101,0001628280-20-002714,exhibitno101termloancred.htm,uncertain,2,phrase,,,,
0001674101,0001628280-20-002714,exhibitno103revolvingcre.htm,no,2,,,,,
0001674101,0001628280-22-000426,exhibit101-trarepurchaseag.htm,uncertain,2,phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment,,,yes,"Centered title 'TRA REPURCHASE AGREEMENT' (Vertiv Holdings Co and VPE Holdings, LLC) that terminates/supersedes the underlying TRA; Section 7.8 amends and forms part of the TRA."
0001674101,0001628280-22-017243,ex101-amendmentno1totrarep.htm,uncertain,2,phrase,,,no,"Centered title 'AMENDMENT NO. 1 to TRA REPURCHASE AGREEMENT'; a repurchase/termination agreement referencing the TRA, not an amendment of the TRA itself."
0001674335,0001193125-16-770028,d181517dex1012.htm,uncertain,2,phrase,,,no,"Document is 'AMENDMENT NO. 2' to a Credit Agreement (JELD-WEN entities, Wells Fargo as Administrative Agent); not a TRA."
0001674335,0001193125-16-770028,d181517dex1022.htm,uncertain,2,phrase,,,,
0001674335,0001193125-17-073723,d342319dex101.htm,uncertain,2,phrase,,,,
0001674335,0001193125-17-369972,d479375dex101.htm,uncertain,2,phrase,,,,
0001674335,0001193125-17-369972,d479375dex102.htm,uncertain,2,phrase|defined_term_tax_asset,,,no,Document is 'AMENDMENT NO. 4' to a Term Loan Credit Agreement (JELD-WEN and Bank of America lenders); not a TRA.
0001678463,0001193125-16-681246,d201367dex1014.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_tax_asset,,,,
0001678463,0001193125-16-739405,d267135dex1014.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_tax_asset,,,,
0001678463,0001193125-16-765397,d287018dex101.htm,uncertain,2,phrase|defined_term_tax_asset,,,,
0001678463,0001193125-16-765397,d287018dex102.htm,uncertain,2,phrase,,,,
0001679063,0001104659-22-059491,tm2215197d3_ex10-2.htm,yes,2,centered_title|phrase|defined_term_early_termination_payment,,,,
0001679063,0001104659-22-059491,tm2215197d3_ex10-3.htm,no,2,,,,,
0001679063,0001104659-22-059496,tm2215197d3_ex10-2.htm,yes,2,centered_title|phrase|defined_term_early_termination_payment,,,,
0001679063,0001104659-22-059496,tm2215197d3_ex10-3.htm,no,2,,,,,
0001679063,0001104659-22-090071,tm2223232d1_ex10-1.htm,no,2,,,,,
0001679063,0001104659-24-056705,tm2413244d1_ex10-2.htm,no,2,,,,,
0001679273,0001193125-16-693702,d205931dex101.htm,uncertain,2,phrase|defined_term_tax_asset,,,,
0001679273,0001193125-16-766127,d273163dex101.htm,uncertain,2,phrase|defined_term_tax_asset,,,,
0001682745,0001104659-18-041476,a18-15692_1ex10d2.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment,,,,
0001682745,0001104659-18-041477,a18-15692_1ex10d2.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment,,,,
0001682745,0001564590-18-024644,vrrm-ex104_937.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment,,,,
0001685040,0001193125-17-126443,d271055dex105.htm,uncertain,2,phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_tax_asset,,,,
0001685040,0001193125-17-126443,d271055dex106.htm,uncertain,2,phrase,,,,
0001685040,0001193125-17-252871,d428466dex105.htm,uncertain,2,phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_tax_asset,,,,
0001685040,0001193125-17-252871,d428466dex106.htm,uncertain,2,phrase,,,no,Centered title 'TAX SEPARATION AGREEMENT' between MetLife and Brighthouse (spin-off tax allocation); not a TRA.
0001688941,0000950123-16-022770,filename5.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_tax_asset,,,,
0001688941,0001193125-17-009960,d264719dex103.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_tax_asset,,,,
0001688941,0001193125-18-251688,d598470dex1020.htm,no,2,,,,,
0001688941,0001193125-18-251688,d598470dex1021.htm,uncertain,2,phrase|defined_term_tax_asset,,,,
0001688941,0001628280-20-016457,traamendmentexhibit101.htm,uncertain,2,phrase|defined_term_early_termination_payment,,,,
0001690680,0001193125-17-359952,d298983dex105.htm,uncertain,2,phrase,,,,
0001690680,0001193125-17-359952,d298983dex106.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001690680,0001193125-17-366544,d298983dex105.htm,uncertain,2,phrase,,,,
0001690680,0001193125-17-373644,d451435dex107.htm,uncertain,2,phrase,,,,
0001690680,0001193125-17-373644,d451435dex108.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001690769,0001193125-18-038241,d508878dex101.htm,no,2,,,,,
0001690769,0001193125-18-038241,d508878dex104.htm,uncertain,2,phrase,,,,
0001690769,0001193125-18-038241,d508878dex105.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001690820,0000950123-17-003051,filename3.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001690820,0000950123-17-003051,filename4.htm,uncertain,2,phrase,,,,
0001690820,0000950123-17-003051,filename5.htm,uncertain,2,phrase|defined_term_section_754,,,,
0001690820,0000950123-17-003051,filename6.htm,uncertain,2,phrase,,,no,Centered title is 'LIMITED LIABILITY COMPANY AGREEMENT OF CARVANA CO. SUB LLC'; TRA named only as one of several Transaction Documents.
0001690820,0001193125-17-106717,d297157dex101.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001690820,0001193125-17-106717,d297157dex102.htm,uncertain,2,phrase,,,,
0001690820,0001193125-17-106717,d297157dex1028.htm,uncertain,2,phrase,,,,
0001690820,0001193125-17-106717,d297157dex103.htm,uncertain,2,phrase|defined_term_section_754,,,,
0001690820,0001193125-17-119018,d297157dex101.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001690820,0001193125-17-119018,d297157dex103.htm,uncertain,2,phrase|defined_term_section_754,,,,
0001690820,0001193125-17-156305,d388690dex101.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001690820,0001193125-17-156305,d388690dex102.htm,uncertain,2,phrase|defined_term_section_754,,,,
0001690820,0001193125-17-156305,d388690dex103.htm,uncertain,2,phrase,,,,
0001690820,0001193125-20-263341,d42993dex101.htm,uncertain,2,phrase|defined_term_section_754,,,,
0001690820,0001193125-23-189188,d537573dex101.htm,uncertain,2,phrase,,,,
0001691936,0001493152-21-017760,ex10-11.htm,uncertain,2,phrase|defined_term_realized_tax_benefit|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,yes,"Centered title 'TAX RECEIVABLES AGREEMENT' (Vertiv) followed by parties block and Article I Definitions with standard TRA defined terms (Basis Adjustment, Section 754, Taxable Exchange)."
0001691936,0001493152-21-017760,ex10-12.htm,uncertain,2,phrase|defined_term_early_termination_payment,,,no,"Centered title 'AMENDED AND RESTATED LIMITED LIABILITY COMPANY AGREEMENT OF ANDINA HOLDINGS, LLC'; LLC agreement, not a TRA."
0001692787,0001193125-22-173139,d259336dex101.htm,uncertain,2,phrase,,,no,Centered title 'CREDIT AGREEMENT' for a $1.25B senior revolving credit facility (Kinetik Holdings LP); not a TRA.
0001692787,0001193125-22-173139,d259336dex102.htm,uncertain,2,phrase,,,,
0001692787,0001193125-25-133719,d857465dex101.htm,uncertain,2,phrase,,,,
0001692787,0001193125-25-133719,d857465dex102.htm,uncertain,2,phrase,,,no,"Centered title 'CREDIT AGREEMENT' dated May 30, 2025 (Kinetik Holdings LP); not a TRA."
0001692819,0001193125-16-802608,d312912dex101.htm,no,2,,,,,
0001692819,0001193125-16-802608,d312912dex1010.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_basis_adjustment,,,,
0001692819,0001193125-16-802608,d312912dex1011.htm,uncertain,2,phrase,,,,
0001692819,0001193125-17-110857,d312912dex1013.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_basis_adjustment,,,,
0001692819,0001193125-17-110857,d312912dex1014.htm,uncertain,2,phrase,,,,
0001692819,0001193125-18-194479,d594759dex101.htm,no,2,,,,,
0001692819,0001193125-19-297658,d101098dex101.htm,no,2,,,,,
0001692819,0001193125-22-142366,d356887dex101.htm,no,2,,,,,
0001692819,0001193125-22-151962,d302328dex101.htm,no,2,,,,,
0001692819,0001193125-23-302260,d69396dex101.htm,no,2,,,,,
0001692819,0001193125-24-002418,d694804dex101.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_basis_adjustment,,,,
0001692819,0001193125-24-083639,d820354dex101.htm,no,2,,,,,
0001692819,0001193125-24-282044,d903599dex101.htm,no,2,,,,,
0001692819,0001628280-23-028436,vistra-20230630xex101.htm,no,2,,,,,
0001692819,0001628280-23-037205,vistra-20230930x101.htm,no,2,,,,,
0001692819,0001692819-18-000018,vistra-20171231xexhibit10d.htm,uncertain,2,phrase,,,,
0001692819,0001692819-22-000024,vistra-20220930xex103.htm,no,2,,,,,
0001692819,0001692819-24-000069,vistra-20240930xex106.htm,no,2,,,,,
0001693256,0000912057-17-000017,filename12.htm,uncertain,2,phrase,,,,
0001693256,0000912057-17-000017,filename7.htm,no,2,,,,,
0001693256,0000912057-17-000017,filename8.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001693256,0000912057-17-000017,filename9.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001693256,0001047469-17-001192,a2231067zex-10_2.htm,no,2,,,,,
0001693256,0001047469-17-001192,a2231067zex-10_5.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001693256,0001047469-17-001192,a2231067zex-10_6.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001693256,0001047469-17-001192,a2231067zex-10_9.htm,uncertain,2,phrase,,,,
0001693256,0001104659-17-065412,a17-24967_1ex10d1.htm,no,2,,,,,
0001693256,0001104659-22-035557,tm229712d1_ex10-1.htm,uncertain,2,phrase,,,,
0001693256,0001104659-25-006825,tm254551d1_ex10-1.htm,uncertain,2,phrase,,,,
0001693256,0001558370-17-006568,wttr-20170630ex1030a98b1.htm,yes,2,centered_title|phrase|defined_term_early_termination_payment,,,,
0001693256,0001558370-17-006568,wttr-20170630ex104cbe710.htm,yes,2,centered_title|phrase|defined_term_early_termination_payment,,,,
0001693256,0001558370-23-013256,wttr-20230630xex10d2.htm,uncertain,2,phrase|defined_term_early_termination_payment,,,,
0001693256,0001558370-23-013256,wttr-20230630xex10d3.htm,uncertain,2,phrase|defined_term_early_termination_payment,,,,
0001693853,0000950123-17-003069,filename11.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001693853,0001193125-17-118785,d299355dex1027.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001693853,0001193125-17-349467,d462291dex1033.htm,uncertain,2,phrase|defined_term_tax_asset,,,,
0001693853,0001193125-21-050849,d86799dex1010.htm,uncertain,2,phrase|defined_term_tax_asset,,,no,"Centered title 'INDENTURE' for 9.75% Senior Notes Due 2023 (Vine Oil & Gas LP, Wilmington Trust); not a TRA."
0001693853,0001193125-21-050849,d86799dex1013.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_tax_asset,,,,
0001693853,0001193125-21-050849,d86799dex109.htm,uncertain,2,phrase|defined_term_tax_asset,,,,
0001693853,0001193125-21-071647,d86799dex108.htm,no,2,,,,,
0001693853,0001193125-21-091165,d117650dex101.htm,uncertain,2,phrase,,,no,"Centered title 'FORM OF AMENDED AND RESTATED LIMITED LIABILITY COMPANY AGREEMENT OF VINE ENERGY HOLDINGS LLC'; LLC agreement, not a TRA."
0001693853,0001193125-21-091165,d117650dex102.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_tax_asset,,,,
0001693853,0001193125-21-091165,d117650dex107.htm,no,2,,,,,
0001693853,0001193125-21-243574,d204861dex102.htm,yes,2,centered_title|phrase|defined_term_early_termination_payment,,,,
0001694028,0001193125-17-118739,d313047dex103.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001694028,0001193125-17-118739,d313047dex104.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
0001694028,0001193125-17-118739,d313047dex105.htm,uncertain,2,phrase,,,,
0001694028,0001193125-18-000719,d313047dex105.htm,uncertain,2,phrase,,,,
0001694028,0001193125-18-013495,d513358dex101.htm,uncertain,2,phrase,,,,
0001694028,0001193125-18-013495,d513358dex102.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001694028,0001193125-18-013495,d513358dex103.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
0001694028,0001694028-22-000020,lbrt-agentreplacementxexec.htm,yes,2,centered_title|phrase,,,,
0001697500,0001193125-17-126442,d304379dex103.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
0001697500,0001193125-17-126442,d304379dex104.htm,uncertain,2,phrase,,,,
0001697500,0001193125-17-173651,d381590dex101.htm,uncertain,2,phrase,,,,
0001697500,0001193125-17-179697,d382278dex101.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
0001697500,0001193125-24-220668,d896105dex104.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001697500,0001193125-24-233911,d842961dex101.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001697500,0001193125-25-107559,d939534dex101.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001697500,0001193125-25-107559,d939534dex102.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001697500,0001193125-26-117930,d69360dex101.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001697500,0001193125-26-148031,d132412dex101.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001697500,0001193125-26-219852,d112244dex101.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001697500,0001558370-18-001571,soi-20171231ex10234e643.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001697500,0001558370-23-008140,soi-20230331xex10d3.htm,no,2,,,,,
0001697500,0001558370-25-009911,sei-20250630xex10d2.htm,uncertain,2,phrase,,,yes,"Centered title 'AMENDMENT NO. 1 TO TAX RECEIVABLE AGREEMENT' amending the Solaris Oilfield Infrastructure TRA dated May 17, 2017; qualifies as a TRA contract per the amendment rule."
0001697500,0001697500-19-000024,soi-20190331ex101c4c238.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001697500,0001697500-22-000011,soi-20211231ex10204dfe8.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,no,Centered title 'CREDIT AGREEMENT' (Borrower/Lender/Administrative Agent); TRA only a restricted-payment carve-out.
0001697500,0001697500-23-000013,soi-20230630xex10d2.htm,uncertain,2,phrase,,,,
0001697500,0001697500-25-000042,sei-20250930xex10d1.htm,no,2,,,,,
0001698990,0001104659-24-117696,tm2427987d3_ex10-1.htm,no,2,,,,,
0001698990,0001193125-18-239706,d568153dex101.htm,no,2,,,,,
0001698990,0001698990-22-000007,ex104-rblamendmentxye21.htm,no,2,,,,,
0001699039,0001047469-17-003978,a2232274zex-10_3.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
0001699039,0001047469-17-003978,a2232274zex-10_4.htm,uncertain,2,phrase,,,no,"Centered title 'AMENDED AND RESTATED LIMITED LIABILITY COMPANY AGREEMENT OF RNGR ENERGY SERVICES, LLC'; LLC agreement, not a TRA."
0001699039,0001047469-17-003978,a2232274zex-10_5.htm,uncertain,2,phrase,,,,
0001699039,0001104659-17-053149,a17-20834_1ex10d1.htm,uncertain,2,phrase,,,,
0001699039,0001104659-17-053149,a17-20834_1ex10d2.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001699039,0001104659-17-053149,a17-20834_1ex10d3.htm,uncertain,2,phrase,,,,
0001699039,0001699039-21-000099,rngr-092921ex102.htm,uncertain,2,phrase,,,,
0001699039,0001699039-21-000105,rngr-ex101securitiespurcha.htm,uncertain,2,phrase,,,,
0001699039,0001699039-21-000105,rngr-ex104tratermination.htm,uncertain,2,phrase|defined_term_early_termination_payment,,,,
0001699039,0001699039-22-000147,rngr-093022xfourthamendment.htm,no,2,,,,,
0001699136,0000912057-17-000054,filename4.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001699136,0000912057-17-000054,filename5.htm,uncertain,2,phrase,,,no,"Centered title 'FIRST AMENDED AND RESTATED LIMITED LIABILITY COMPANY OPERATING AGREEMENT OF CACTUS WELLHEAD, LLC'; LLC operating agreement, not a TRA."
0001699136,0000912057-17-000163,filename8.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001699136,0000912057-17-000163,filename9.htm,uncertain,2,phrase,,,,
0001699136,0001047469-18-000260,a2234279zex-10_3.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001699136,0001047469-18-000260,a2234279zex-10_4.htm,uncertain,2,phrase,,,,
0001699136,0001104659-18-008554,a17-7305_14ex10d1.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001699136,0001104659-18-008554,a17-7305_14ex10d2.htm,uncertain,2,phrase,,,,
0001699136,0001104659-20-034821,tm2012996d1_ex10-1.htm,uncertain,2,phrase,,,,
0001699136,0001104659-20-034821,tm2012996d1_ex10-2.htm,uncertain,2,phrase,,,no,"Centered title 'CACTUS, INC. LONG TERM INCENTIVE PLAN / PERFORMANCE STOCK UNIT AGREEMENT'; an equity award agreement, not a TRA."
0001699136,0001104659-23-027188,tm238037d1_ex10-1.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,no,"Centered title 'AMENDED AND RESTATED CREDIT AGREEMENT' (Cactus Companies, JPMorgan Chase); not a TRA."
0001699136,0001104659-23-027188,tm238037d1_ex10-2.htm,uncertain,2,phrase,,,,
0001699136,0001558370-18-007225,ex-10d1.htm,uncertain,2,phrase,,,,
0001699136,0001628280-25-054820,whd-20251201x8kxexhibit101.htm,no,2,,,,,
0001699136,0001699136-22-000011,a20211231-exhibit1026.htm,uncertain,2,phrase,,,,
0001699136,0001699136-22-000160,whd-20220930xex101.htm,no,2,,,,,
